Instrument,EXPIR_DATE,PUT_CALL,STRIKE_PRC,CF_BID,CF_ASK,IMP_VOLT,DELTA,GAMMA,RHO,THETA,VEGA
/NDXd1725B8500.U,2025-04-17,5,28500,0.0,0.05,127.2563,0.0,0.0,0.0,-0.0816,0.0036
/NDXp1725B8500.U,2025-04-17,6,28500,9565.2,9759.1,183.1701,-0.9952,0.0,-2.0429,-4.8674,0.1949
/NDXd1725B9000.U,2025-04-17,5,29000,0.0,0.05,130.5422,0.0,0.0,0.0,-0.0818,0.0037
/NDXp1725B9000.U,2025-04-17,6,29000,10060.0,10258.4,,,,,,
/NDXd1725B9500.U,2025-04-17,5,29500,0.0,0.05,135.456,0.0,0.0,0.0,-0.0821,0.0037
/NDXp1725B9500.U,2025-04-17,6,29500,10558.5,10758.0,,,,,,
/NDXd1725C0000.U,2025-04-17,5,30000,0.0,0.05,140.6263,0.0,0.0,0.0,-0.0824,0.0037
/NDXp1725C0000.U,2025-04-17,6,30000,11058.2,11257.9,217.023,-0.9928,0.0,-2.1477,-10.1225,0.4242
/NDXe1625A2500.U,2025-05-16,5,12500,6285.8,6478.0,69.41,0.983,0.0,10.5087,-3.2977,1.7801
/NDXq1625A2500.U,2025-05-16,6,12500,12.7,14.6,63.7585,-0.0105,0.0,-0.1829,-1.5297,1.7725
/NDXe1625A2600.U,2025-05-16,5,12600,6183.0,6380.0,67.8376,0.9832,0.0,10.5979,-3.2357,1.7863
/NDXq1625A2600.U,2025-05-16,6,12600,13.5,15.4,63.0925,-0.0111,0.0,-0.1943,-1.595,1.7797
/NDXe1625A2700.U,2025-05-16,5,12700,6089.2,6281.5,68.1811,0.9812,0.0,10.6482,-3.514,3.1908
/NDXq1625A2700.U,2025-05-16,6,12700,14.2,16.2,62.4043,-0.0118,0.0,-0.2054,-1.6559,1.7868
/NDXe1625A2800.U,2025-05-16,5,12800,5989.5,6182.0,66.9672,0.9808,0.0,10.7295,-3.5149,3.2025
/NDXq1625A2800.U,2025-05-16,6,12800,15.2,17.1,61.8334,-0.0126,0.0,-0.2189,-1.7344,1.794
/NDXe1625A2900.U,2025-05-16,5,12900,5885.9,6084.0,65.3895,0.9812,0.0,10.8218,-3.4315,3.2133
/NDXq1625A2900.U,2025-05-16,6,12900,15.9,18.0,61.1841,-0.0133,0.0,-0.2309,-1.7997,1.8011
/NDXe1625A3000.U,2025-05-16,5,13000,5792.6,5985.5,65.3431,0.9789,0.0,10.8684,-3.6918,3.2273
/NDXq1625A3000.U,2025-05-16,6,13000,16.9,19.0,60.6508,-0.0141,0.0,-0.2454,-1.8826,1.8084
/NDXe1625A3100.U,2025-05-16,5,13100,5690.9,5886.0,63.8464,0.9791,0.0,10.9582,-3.6225,3.2381
/NDXq1625A3100.U,2025-05-16,6,13100,17.8,20.0,60.0946,-0.0149,0.0,-0.2595,-1.9611,1.8156
/NDXe1625A3200.U,2025-05-16,5,13200,5595.0,5788.0,63.4842,0.9773,0.0,11.0137,-3.8091,3.2514
/NDXq1625A3200.U,2025-05-16,6,13200,18.9,21.1,59.6254,-0.0158,0.0,-0.2755,-2.0528,1.823
/NDXe1625A3300.U,2025-05-16,5,13300,5494.6,5690.0,62.4357,0.9767,0.0,11.0898,-3.8379,3.2631
/NDXq1625A3300.U,2025-05-16,6,13300,20.0,22.2,59.1602,-0.0168,0.0,-0.2917,-2.1446,1.8304
/NDXe1625A3400.U,2025-05-16,5,13400,5395.1,5591.6,61.4718,0.976,0.0,11.1633,-3.8843,3.2748
/NDXq1625A3400.U,2025-05-16,6,13400,21.1,23.4,58.5729,-0.0177,0.0,-0.3086,-2.2291,3.2667
/NDXe1625A3500.U,2025-05-16,5,13500,5300.2,5492.0,61.0327,0.9743,0.0,11.2202,-4.0499,3.2879
/NDXq1625A3500.U,2025-05-16,6,13500,22.3,24.6,57.7881,-0.0188,0.0,-0.3265,-2.3005,3.2786
/NDXe1625A3600.U,2025-05-16,5,13600,5201.2,5394.0,60.2185,0.9733,0.0,11.2885,-4.1277,3.3
/NDXq1625A3600.U,2025-05-16,6,13600,23.5,25.9,57.0247,-0.0199,0.0,-0.3453,-2.3754,3.2906
/NDXe1625A3700.U,2025-05-16,5,13700,5097.1,5296.0,58.6406,0.9736,0.0,11.3809,-4.0267,3.3099
/NDXq1625A3700.U,2025-05-16,6,13700,24.8,27.3,56.2977,-0.021,0.0,-0.3657,-2.4574,3.3026
/NDXe1625A3800.U,2025-05-16,5,13800,4999.0,5198.0,57.9775,0.9722,0.0,11.4441,-4.1362,3.3222
/NDXq1625A3800.U,2025-05-16,6,13800,26.2,28.7,55.5916,-0.0223,0.0,-0.387,-2.5428,3.3146
/NDXe1625A3900.U,2025-05-16,5,13900,4906.8,5100.0,58.204,0.9693,0.0,11.4784,-4.4526,3.3372
/NDXq1625A3900.U,2025-05-16,6,13900,27.9,30.2,54.9512,-0.0237,0.0,-0.411,-2.6423,3.3269
/NDXe1625A4000.U,2025-05-16,5,14000,4806.0,5002.0,57.1451,0.9686,0.0,11.5534,-4.4673,3.3484
/NDXq1625A4000.U,2025-05-16,6,14000,29.4,31.8,54.301,-0.025,0.0,-0.435,-2.7383,3.3391
/NDXe1625A4100.U,2025-05-16,5,14100,4707.0,4904.0,56.362,0.9674,0.0,11.6194,-4.5452,3.3604
/NDXq1625A4100.U,2025-05-16,6,14100,31.0,33.5,53.6857,-0.0265,0.0,-0.4605,-2.8413,3.3514
/NDXe1625A4200.U,2025-05-16,5,14200,4607.1,4805.4,55.3627,0.9666,0.0,11.6922,-4.5704,3.3716
/NDXq1625A4200.U,2025-05-16,6,14200,32.7,35.2,53.0903,-0.0281,0.0,-0.4871,-2.9478,3.3637
/NDXe1625A4300.U,2025-05-16,5,14300,4509.4,4707.7,54.8291,0.9649,0.0,11.7494,-4.7044,3.3843
/NDXq1625A4300.U,2025-05-16,6,14300,34.5,37.0,52.5292,-0.0297,0.0,-0.5153,-3.0612,3.3762
/NDXe1625A4400.U,2025-05-16,5,14400,4411.8,4610.0,54.0755,0.9632,0.0,11.8056,-4.8094,5.5412
/NDXq1625A4400.U,2025-05-16,6,14400,36.3,39.0,52.0021,-0.0314,0.0,-0.5451,-3.1818,3.3888
/NDXe1625A4500.U,2025-05-16,5,14500,4314.3,4513.7,53.3614,0.961,0.0,11.8536,-4.9416,5.5607
/NDXq1625A4500.U,2025-05-16,6,14500,38.3,41.0,51.5086,-0.0332,0.0,-0.5765,-3.3093,3.4016
/NDXe1625A4600.U,2025-05-16,5,14600,4223.4,4416.0,53.1187,0.9573,0.0,11.8756,-5.216,5.5827
/NDXq1625A4600.U,2025-05-16,6,14600,40.8,43.2,51.0497,-0.0353,0.0,-0.6121,-3.4516,5.5709
/NDXe1625A4700.U,2025-05-16,5,14700,4120.5,4317.9,51.7711,0.9569,0.0,11.9564,-5.1513,5.5987
/NDXq1625A4700.U,2025-05-16,6,14700,43.1,45.5,50.2767,-0.0374,0.0,-0.648,-3.5487,5.5898
/NDXe1625A4800.U,2025-05-16,5,14800,4026.2,4221.9,51.3854,0.9536,0.0,11.9845,-5.3792,5.62
/NDXq1625A4800.U,2025-05-16,6,14800,45.4,48.0,49.5274,-0.0396,0.0,-0.6859,-3.6514,5.6087
/NDXe1625A4900.U,2025-05-16,5,14900,3929.3,4124.0,50.6038,0.9514,0.0,12.0334,-5.484,5.639
/NDXq1625A4900.U,2025-05-16,6,14900,48.1,50.6,48.8282,-0.042,0.0,-0.7274,-3.7677,5.6279
/NDXe1625A5000.U,2025-05-16,5,15000,3829.4,4028.0,49.7309,0.9495,0.0,12.0866,-5.5588,5.6575
/NDXq1625A5000.U,2025-05-16,6,15000,50.9,53.4,48.1609,-0.0445,0.0,-0.7717,-3.8922,5.6474
/NDXe1625A5100.U,2025-05-16,5,15100,3732.9,3931.5,49.1199,0.9467,0.0,12.1246,-5.7128,5.6775
/NDXq1625A5100.U,2025-05-16,6,15100,53.8,56.4,47.5252,-0.0472,0.0,-0.8186,-4.0249,5.6671
/NDXe1625A5200.U,2025-05-16,5,15200,3636.8,3834.0,48.4609,0.944,0.0,12.1644,-5.8505,5.6972
/NDXq1625A5200.U,2025-05-16,6,15200,57.0,59.6,46.9383,-0.0502,0.0,-0.8692,-4.1713,5.6871
/NDXe1625A5300.U,2025-05-16,5,15300,3540.2,3738.0,47.8944,0.9409,0.0,12.1982,-6.0154,5.7175
/NDXq1625A5300.U,2025-05-16,6,15300,60.2,63.0,46.3735,-0.0532,0.0,-0.9221,-4.3231,5.7073
/NDXe1625A5400.U,2025-05-16,5,15400,3443.9,3642.0,47.3585,0.9377,0.0,12.2295,-6.1886,5.7381
/NDXq1625A5400.U,2025-05-16,6,15400,63.9,66.6,45.8742,-0.0566,0.0,-0.9796,-4.4941,5.728
/NDXe1625A5500.U,2025-05-16,5,15500,3348.2,3546.0,46.8369,0.9343,0.0,12.2568,-6.3689,8.6382
/NDXq1625A5500.U,2025-05-16,6,15500,67.8,70.5,45.4223,-0.0601,0.0,-1.0408,-4.6787,5.7491
/NDXe1625A5600.U,2025-05-16,5,15600,3253.1,3451.8,46.1434,0.9302,0.0,12.2711,-6.5289,8.6674
/NDXq1625A5600.U,2025-05-16,6,15600,71.7,74.7,44.9999,-0.0638,0.0,-1.1047,-4.8716,5.7705
/NDXe1625A5700.U,2025-05-16,5,15700,3158.6,3356.0,45.3974,0.9262,0.0,12.2881,-6.668,8.6961
/NDXq1625A5700.U,2025-05-16,6,15700,76.3,79.2,44.3361,-0.0679,0.0,-1.1749,-5.0175,8.6852
/NDXe1625A5800.U,2025-05-16,5,15800,3064.1,3261.9,44.7545,0.9216,0.0,12.2951,-6.8426,8.7259
/NDXq1625A5800.U,2025-05-16,6,15800,81.0,84.0,43.6312,-0.0722,0.0,-1.2491,-5.1563,8.7141
/NDXe1625A5900.U,2025-05-16,5,15900,2969.2,3166.0,43.9908,0.9174,0.0,12.3102,-6.9712,8.7546
/NDXq1625A5900.U,2025-05-16,6,15900,86.1,89.2,42.9774,-0.0768,0.0,-1.3296,-5.3118,8.7437
/NDXe1625A6000.U,2025-05-16,5,16000,2875.2,3072.0,43.3921,0.9124,0.0,12.31,-7.1583,8.785
/NDXq1625A6000.U,2025-05-16,6,16000,91.6,94.8,42.3741,-0.0819,0.0,-1.4162,-5.484,8.774
/NDXe1625A6100.U,2025-05-16,5,16100,2781.5,2979.8,42.9171,0.9068,0.0,12.298,-7.3894,8.8169
/NDXq1625A6100.U,2025-05-16,6,16100,97.4,100.7,41.8095,-0.0872,0.0,-1.5079,-5.6687,8.8048
/NDXe1625A6200.U,2025-05-16,5,16200,2688.4,2886.0,42.3893,0.9012,0.0,12.2885,-7.5995,8.8484
/NDXq1625A6200.U,2025-05-16,6,16200,103.7,107.2,41.3115,-0.0929,0.0,-1.6071,-5.8764,8.8366
/NDXe1625A6300.U,2025-05-16,5,16300,2595.7,2794.0,41.9895,0.895,0.0,12.2672,-7.8556,8.8814
/NDXq1625A6300.U,2025-05-16,6,16300,110.5,114.1,40.8681,-0.099,0.0,-1.7127,-6.1029,8.8692
/NDXe1625A6325.U,2025-05-16,5,16325,2572.6,2770.0,41.838,0.8937,0.0,12.2656,-7.9003,8.8891
/NDXq1625A6325.U,2025-05-16,6,16325,112.3,115.9,40.7677,-0.1006,0.0,-1.7403,-6.1632,8.8775
/NDXe1625A6350.U,2025-05-16,5,16350,2549.6,2746.0,41.6924,0.8923,0.0,12.2634,-7.947,8.8969
/NDXq1625A6350.U,2025-05-16,6,16350,114.1,117.7,40.6675,-0.1022,0.0,-1.7679,-6.2235,8.8858
/NDXe1625A6375.U,2025-05-16,5,16375,2526.6,2724.0,41.6594,0.8904,0.0,12.2524,-8.0356,8.9059
/NDXq1625A6375.U,2025-05-16,6,16375,116.0,119.6,40.5787,-0.1039,0.0,-1.7966,-6.288,8.8942
/NDXe1625A6400.U,2025-05-16,5,16400,2502.4,2700.0,41.4469,0.8893,0.0,12.2551,-8.0573,8.9131
/NDXq1625A6400.U,2025-05-16,6,16400,117.8,121.6,40.4901,-0.1055,0.0,-1.8254,-6.3525,8.9027
/NDXe1625A6425.U,2025-05-16,5,16425,2480.7,2678.0,41.3626,0.8871,0.0,12.2382,-8.1315,12.3202
/NDXq1625A6425.U,2025-05-16,6,16425,119.8,123.6,40.4129,-0.1073,0.0,-1.8553,-6.4211,8.9113
/NDXe1625A6450.U,2025-05-16,5,16450,2457.6,2656.0,41.209,0.8852,0.0,12.2271,-8.1794,12.3308
/NDXq1625A6450.U,2025-05-16,6,16450,121.7,125.5,40.3246,-0.1089,0.0,-1.8843,-6.4856,8.9198
/NDXe1625A6475.U,2025-05-16,5,16475,2438.6,2632.0,41.1407,0.8828,0.0,12.2069,-8.2604,12.3427
/NDXq1625A6475.U,2025-05-16,6,16475,123.7,127.6,40.2174,-0.1107,0.0,-1.9148,-6.5443,12.3292
/NDXe1625A6500.U,2025-05-16,5,16500,2411.9,2609.9,40.8378,0.8818,0.0,12.2111,-8.25,12.3513
/NDXq1625A6500.U,2025-05-16,6,16500,125.7,129.6,40.0363,-0.1124,0.0,-1.9451,-6.578,12.3395
/NDXe1625A6525.U,2025-05-16,5,16525,2389.4,2586.0,40.6325,0.8802,0.0,12.2049,-8.2774,12.3612
/NDXq1625A6525.U,2025-05-16,6,16525,127.8,131.7,39.8636,-0.1143,0.0,-1.9765,-6.6149,12.3499
/NDXe1625A6550.U,2025-05-16,5,16550,2366.5,2564.0,40.4882,0.8782,0.0,12.192,-8.3285,12.3721
/NDXq1625A6550.U,2025-05-16,6,16550,129.9,133.9,39.6952,-0.1161,0.0,-2.0086,-6.6533,12.3604
/NDXe1625A6575.U,2025-05-16,5,16575,2342.7,2541.9,40.3038,0.8765,0.0,12.1832,-8.3638,12.3824
/NDXq1625A6575.U,2025-05-16,6,16575,132.0,136.0,39.5232,-0.118,0.0,-2.0405,-6.6902,12.3708
/NDXe1625A6600.U,2025-05-16,5,16600,2321.0,2518.0,40.1318,0.8746,0.0,12.1728,-8.4038,12.3929
/NDXq1625A6600.U,2025-05-16,6,16600,134.2,138.3,39.3636,-0.1199,0.0,-2.0739,-6.7318,12.3815
/NDXe1625A6625.U,2025-05-16,5,16625,2298.4,2496.0,40.0005,0.8725,0.0,12.1579,-8.4596,12.404
/NDXq1625A6625.U,2025-05-16,6,16625,136.4,140.5,39.2002,-0.1218,0.0,-2.1072,-6.7718,12.3921
/NDXe1625A6650.U,2025-05-16,5,16650,2275.9,2474.0,39.8735,0.8704,0.0,12.1424,-8.5169,12.4152
/NDXq1625A6650.U,2025-05-16,6,16650,138.7,142.8,39.0453,-0.1238,0.0,-2.1417,-6.8149,12.4029
/NDXe1625A6675.U,2025-05-16,5,16675,2253.3,2450.0,39.6622,0.8687,0.0,12.1354,-8.5412,12.4252
/NDXq1625A6675.U,2025-05-16,6,16675,141.0,145.2,38.8946,-0.1258,0.0,-2.1768,-6.8597,12.4137
/NDXe1625A6700.U,2025-05-16,5,16700,2230.9,2428.0,39.5397,0.8665,0.0,12.1191,-8.6001,12.4365
/NDXq1625A6700.U,2025-05-16,6,16700,143.3,147.6,38.7443,-0.1279,0.0,-2.2121,-6.9044,12.4246
/NDXe1625A6725.U,2025-05-16,5,16725,2208.4,2406.0,39.4135,0.8644,0.0,12.1029,-8.6574,12.4478
/NDXq1625A6725.U,2025-05-16,6,16725,145.7,150.0,38.5983,-0.1299,0.0,-2.2482,-6.9507,12.4356
/NDXe1625A6750.U,2025-05-16,5,16750,2186.0,2384.0,39.2916,0.8621,0.0001,12.086,-8.7163,12.4592
/NDXq1625A6750.U,2025-05-16,6,16750,148.2,152.5,38.4606,-0.1321,0.0001,-2.2853,-7.0001,12.4468
/NDXe1625A6775.U,2025-05-16,5,16775,2163.6,2360.0,39.0897,0.8604,0.0001,12.0771,-8.7437,12.4694
/NDXq1625A6775.U,2025-05-16,6,16775,150.7,155.0,38.3231,-0.1343,0.0001,-2.3227,-7.0496,12.4579
/NDXe1625A6800.U,2025-05-16,5,16800,2141.4,2338.0,38.9763,0.8581,0.0001,12.059,-8.8058,12.4809
/NDXq1625A6800.U,2025-05-16,6,16800,153.2,157.6,38.19,-0.1365,0.0001,-2.3608,-7.1006,12.4692
/NDXe1625A6825.U,2025-05-16,5,16825,2119.4,2316.0,38.8711,0.8557,0.0001,12.0399,-8.871,12.4926
/NDXq1625A6825.U,2025-05-16,6,16825,155.8,160.2,38.0611,-0.1387,0.0001,-2.3996,-7.1532,12.4805
/NDXe1625A6850.U,2025-05-16,5,16850,2095.2,2294.0,38.6782,0.8539,0.0001,12.0293,-8.9016,12.5031
/NDXq1625A6850.U,2025-05-16,6,16850,158.4,162.9,37.9364,-0.141,0.0001,-2.439,-7.2074,12.492
/NDXe1625A6875.U,2025-05-16,5,16875,2074.9,2272.0,38.6414,0.8511,0.0001,12.0029,-8.9935,12.5158
/NDXq1625A6875.U,2025-05-16,6,16875,161.1,165.6,37.8161,-0.1433,0.0001,-2.479,-7.2631,12.5035
/NDXe1625A6900.U,2025-05-16,5,16900,2052.9,2250.0,38.5369,0.8487,0.0001,11.9831,-9.0587,12.5275
/NDXq1625A6900.U,2025-05-16,6,16900,163.8,168.6,37.7079,-0.1457,0.0001,-2.5205,-7.3236,12.5153
/NDXe1625A6925.U,2025-05-16,5,16925,2030.8,2228.0,38.4286,0.8464,0.0001,11.9635,-9.1224,12.5393
/NDXq1625A6925.U,2025-05-16,6,16925,166.6,171.9,37.6159,-0.1482,0.0001,-2.5639,-7.3904,12.5273
/NDXe1625A6950.U,2025-05-16,5,16950,2009.6,2206.0,38.3564,0.8438,0.0001,11.9402,-9.2002,12.5515
/NDXq1625A6950.U,2025-05-16,6,16950,169.5,174.1,37.4842,-0.1505,0.0001,-2.6034,-7.4414,12.5388
/NDXe1625A6975.U,2025-05-16,5,16975,1987.6,2184.0,38.2525,0.8414,0.0001,11.9198,-9.2654,12.5634
/NDXq1625A6975.U,2025-05-16,6,16975,172.4,177.4,37.3967,-0.153,0.0001,-2.6476,-7.5097,12.5509
/NDXe1625A7000.U,2025-05-16,5,17000,1965.6,2162.0,38.1488,0.8389,0.0001,11.8992,-9.3306,12.5752
/NDXq1625A7000.U,2025-05-16,6,17000,175.4,180.7,37.3132,-0.1556,0.0001,-2.6924,-7.5797,12.5631
/NDXe1625A7025.U,2025-05-16,5,17025,1942.5,2140.0,38.0016,0.8367,0.0001,11.8826,-9.3784,12.5865
/NDXq1625A7025.U,2025-05-16,6,17025,178.5,183.8,37.226,-0.1581,0.0001,-2.737,-7.648,12.5753
/NDXe1625A7050.U,2025-05-16,5,17050,1920.9,2118.0,37.9142,0.8342,0.0001,11.86,-9.4499,12.5987
/NDXq1625A7050.U,2025-05-16,6,17050,181.5,186.9,37.135,-0.1607,0.0001,-2.7814,-7.7148,12.5875
/NDXe1625A7075.U,2025-05-16,5,17075,1899.0,2096.0,37.8151,0.8317,0.0001,11.8384,-9.5167,12.6107
/NDXq1625A7075.U,2025-05-16,6,17075,184.7,189.5,37.0323,-0.1632,0.0001,-2.8248,-7.7768,12.5995
/NDXe1625A7100.U,2025-05-16,5,17100,1877.2,2074.0,37.7202,0.8292,0.0001,11.8162,-9.5851,12.6228
/NDXq1625A7100.U,2025-05-16,6,17100,187.9,192.8,36.9575,-0.1659,0.0001,-2.8712,-7.8499,12.612
/NDXe1625A7125.U,2025-05-16,5,17125,1854.0,2052.0,37.57,0.8269,0.0001,11.7989,-9.6314,12.6342
/NDXq1625A7125.U,2025-05-16,6,17125,191.2,196.2,36.8908,-0.1686,0.0001,-2.9185,-7.9261,12.6246
/NDXe1625A7150.U,2025-05-16,5,17150,1834.0,2032.0,37.5819,0.8236,0.0001,11.7625,-9.7395,16.0971
/NDXq1625A7150.U,2025-05-16,6,17150,194.6,199.8,36.8361,-0.1714,0.0001,-2.967,-8.007,12.6374
/NDXe1625A7175.U,2025-05-16,5,17175,1812.5,2010.0,37.392,0.821,0.0001,11.7384,-9.7635,16.1109
/NDXq1625A7175.U,2025-05-16,6,17175,197.9,203.2,36.7696,-0.1741,0.0001,-3.0146,-8.0832,12.65
/NDXe1625A7200.U,2025-05-16,5,17200,1789.5,1988.0,37.1561,0.8186,0.0001,11.7193,-9.7697,16.1239
/NDXq1625A7200.U,2025-05-16,6,17200,201.4,206.6,36.6136,-0.1769,0.0001,-3.0632,-8.1179,16.1145
/NDXe1625A7225.U,2025-05-16,5,17225,1769.6,1966.0,37.0166,0.8156,0.0001,11.6887,-9.8126,16.1387
/NDXq1625A7225.U,2025-05-16,6,17225,204.6,210.1,36.437,-0.1797,0.0001,-3.1115,-8.1435,16.1286
/NDXe1625A7250.U,2025-05-16,5,17250,1746.9,1946.0,36.8526,0.8128,0.0001,11.6605,-9.8461,16.153
/NDXq1625A7250.U,2025-05-16,6,17250,208.2,213.6,36.2732,-0.1826,0.0001,-3.1616,-8.1739,16.1429
/NDXe1625A7275.U,2025-05-16,5,17275,1726.6,1923.3,36.6796,0.8099,0.0001,11.633,-9.8761,16.1673
/NDXq1625A7275.U,2025-05-16,6,17275,212.2,217.3,36.1283,-0.1856,0.0001,-3.2144,-8.2114,16.1577
/NDXe1625A7300.U,2025-05-16,5,17300,1709.0,1903.9,36.6924,0.806,0.0001,11.5842,-9.9772,16.1847
/NDXq1625A7300.U,2025-05-16,6,17300,215.9,220.9,35.9713,-0.1886,0.0001,-3.2661,-8.2441,16.1723
/NDXe1625A7325.U,2025-05-16,5,17325,1687.5,1882.0,36.5076,0.8032,0.0001,11.5573,-10.0024,16.1988
/NDXq1625A7325.U,2025-05-16,6,17325,219.0,224.7,35.8023,-0.1915,0.0001,-3.3168,-8.2721,16.1867
/NDXe1625A7350.U,2025-05-16,5,17350,1666.5,1860.0,36.3355,0.8003,0.0001,11.5286,-10.0323,16.2133
/NDXq1625A7350.U,2025-05-16,6,17350,223.5,228.5,35.6768,-0.1947,0.0001,-3.3729,-8.3167,16.202
/NDXe1625A7375.U,2025-05-16,5,17375,1651.0,1840.0,36.3949,0.796,0.0001,11.4741,-10.1513,16.2315
/NDXq1625A7375.U,2025-05-16,6,17375,227.4,232.4,35.5361,-0.1979,0.0001,-3.4276,-8.3554,16.217
/NDXe1625A7400.U,2025-05-16,5,17400,1628.5,1818.0,36.1771,0.7933,0.0001,11.4497,-10.1634,16.2453
/NDXq1625A7400.U,2025-05-16,6,17400,231.3,236.3,35.3958,-0.2011,0.0001,-3.4827,-8.3941,16.2321
/NDXe1625A7425.U,2025-05-16,5,17425,1603.5,1798.0,35.9443,0.7907,0.0001,11.4265,-10.1696,16.2589
/NDXq1625A7425.U,2025-05-16,6,17425,235.2,240.3,35.2588,-0.2043,0.0001,-3.5386,-8.4339,16.2473
/NDXe1625A7450.U,2025-05-16,5,17450,1584.8,1777.9,35.9025,0.787,0.0001,11.3823,-10.2494,16.2756
/NDXq1625A7450.U,2025-05-16,6,17450,239.4,244.4,35.1343,-0.2076,0.0001,-3.5962,-8.4786,16.2628
/NDXe1625A7475.U,2025-05-16,5,17475,1561.8,1756.0,35.6736,0.7843,0.0001,11.3578,-10.2567,16.2894
/NDXq1625A7475.U,2025-05-16,6,17475,243.0,248.6,34.9948,-0.2108,0.0001,-3.6526,-8.5172,16.2781
/NDXe1625A7500.U,2025-05-16,5,17500,1541.1,1736.0,35.5738,0.7808,0.0002,11.3191,-10.3139,16.3053
/NDXq1625A7500.U,2025-05-16,6,17500,247.8,252.8,34.8923,-0.2143,0.0002,-3.7133,-8.5702,16.2941
/NDXe1625A7525.U,2025-05-16,5,17525,1522.8,1714.0,35.4866,0.7773,0.0002,11.2789,-10.3759,16.3215
/NDXq1625A7525.U,2025-05-16,6,17525,252.0,257.1,34.7748,-0.2177,0.0002,-3.7728,-8.6171,16.3098
/NDXe1625A7550.U,2025-05-16,5,17550,1588.6,1599.2,35.1333,0.7752,0.0002,11.2658,-10.3346,16.3334
/NDXq1625A7550.U,2025-05-16,6,17550,256.4,261.5,34.6666,-0.2212,0.0002,-3.8336,-8.6677,16.3258
/NDXe1625A7575.U,2025-05-16,5,17575,1569.3,1577.4,35.0222,0.7717,0.0002,11.2271,-10.3871,16.3494
/NDXq1625A7575.U,2025-05-16,6,17575,260.9,265.9,34.5618,-0.2248,0.0002,-3.895,-8.7194,16.3419
/NDXe1625A7600.U,2025-05-16,5,17600,1548.9,1557.0,34.9204,0.7682,0.0002,11.1872,-10.4431,16.3655
/NDXq1625A7600.U,2025-05-16,6,17600,265.3,270.5,34.4602,-0.2283,0.0002,-3.9571,-8.7724,16.3581
/NDXe1625A7625.U,2025-05-16,5,17625,1528.6,1536.7,34.8251,0.7646,0.0002,11.1463,-10.5015,16.3817
/NDXq1625A7625.U,2025-05-16,6,17625,270.0,275.1,34.3681,-0.232,0.0002,-4.0205,-8.8288,16.3745
/NDXe1625A7650.U,2025-05-16,5,17650,1508.5,1516.5,34.7391,0.7609,0.0002,11.1042,-10.5635,16.3982
/NDXq1625A7650.U,2025-05-16,6,17650,273.9,279.8,34.2547,-0.2355,0.0002,-4.0821,-8.877,16.3906
/NDXe1625A7675.U,2025-05-16,5,17675,1488.2,1496.6,34.6563,0.7573,0.0002,11.0615,-10.6267,16.4147
/NDXq1625A7675.U,2025-05-16,6,17675,279.2,284.5,34.1842,-0.2393,0.0002,-4.1483,-8.9418,16.4074
/NDXe1625A7700.U,2025-05-16,5,17700,1468.1,1476.5,34.5736,0.7536,0.0002,11.0185,-10.6898,16.4313
/NDXq1625A7700.U,2025-05-16,6,17700,284.3,289.3,34.1109,-0.2431,0.0002,-4.2144,-9.0054,16.4243
/NDXe1625A7725.U,2025-05-16,5,17725,1448.1,1456.5,34.4972,0.7498,0.0002,10.9747,-10.7554,16.448
/NDXq1625A7725.U,2025-05-16,6,17725,288.2,294.2,34.0042,-0.2467,0.0002,-4.2776,-9.056,16.4406
/NDXe1625A7750.U,2025-05-16,5,17750,1428.2,1436.3,34.418,0.7461,0.0002,10.9308,-10.8197,16.4648
/NDXq1625A7750.U,2025-05-16,6,17750,293.8,299.2,33.9525,-0.2507,0.0002,-4.3463,-9.1279,16.4579
/NDXe1625A7775.U,2025-05-16,5,17775,1408.5,1416.7,34.3632,0.7422,0.0002,10.8845,-10.8936,16.4819
/NDXq1625A7775.U,2025-05-16,6,17775,298.9,304.3,33.8887,-0.2545,0.0002,-4.4142,-9.1951,16.475
/NDXe1625A7800.U,2025-05-16,5,17800,1388.9,1396.9,34.2291,0.7383,0.0002,10.8382,-10.9224,19.3671
/NDXq1625A7800.U,2025-05-16,6,17800,303.8,309.5,33.8174,-0.2584,0.0002,-4.4819,-9.2584,19.3602
/NDXe1625A7825.U,2025-05-16,5,17825,1369.0,1377.2,34.0501,0.7344,0.0002,10.7918,-10.9262,19.3852
/NDXq1625A7825.U,2025-05-16,6,17825,309.0,314.7,33.6436,-0.2624,0.0002,-4.551,-9.261,19.3785
/NDXe1625A7850.U,2025-05-16,5,17850,1350.0,1357.6,33.8972,0.7303,0.0002,10.742,-10.9394,19.4038
/NDXq1625A7850.U,2025-05-16,6,17850,314.4,320.0,33.478,-0.2664,0.0002,-4.6215,-9.2664,19.3969
/NDXe1625A7875.U,2025-05-16,5,17875,1329.8,1338.1,33.7163,0.7264,0.0002,10.6946,-10.9423,19.422
/NDXq1625A7875.U,2025-05-16,6,17875,319.8,325.4,33.3152,-0.2705,0.0002,-4.693,-9.2727,19.4155
/NDXe1625A7900.U,2025-05-16,5,17900,1310.7,1318.6,33.5641,0.7222,0.0002,10.6436,-10.9554,19.4408
/NDXq1625A7900.U,2025-05-16,6,17900,325.3,330.9,33.1579,-0.2747,0.0002,-4.7656,-9.2809,19.4343
