STRIKE_PRC,1,30,65,93,121,156,184,219,247,275,310,338,611,975
4000,,,,,,,,,0.98,,,,,
4200,,,,,,,,,0.9794,,,,,
4400,,,,,,,,,0.9788,,,,,
4600,,,,,,,,,0.9782,,,,,
4800,,,,,,,,,0.9776,,,,,
5000,,,,,,,,,0.9769,,,,,
5100,,,,,,,,,0.9764,,,,,
5200,,,,,,,,,0.9761,,,,,
5300,,,,,,,,,0.9758,,,,,
5400,,,,,,,,,0.9754,,,,,
5500,,,,,,,,,0.9751,,,,,
5600,,,,,,,,,0.9748,,,,,
5700,,,,,,,,,0.9743,,,,,
5800,,,,,,,,,0.9739,,,,,
5900,,,,,,,,,0.9734,,,,,
6000,,,,,,,,,0.9731,,,,,
6100,,,,,,,,,0.9727,,,,,
6200,,,,,,,,,0.9723,,,,,
6300,,,,,,,,,0.9718,,,,,
6400,,,,,,,,,0.9713,,,,,
6500,,,,,,,,,0.9709,,,,,
6600,,,,,,,,,0.9705,,,,,
6700,,,,,,,,,0.9695,,,,,
6800,,,,,,,,,0.969,,,,,
6900,,,,,,,,,0.9686,,,,,
7000,,,,,,,,,0.9681,,,,,
7200,,,,,,,,,0.9671,,,,,
7400,,,,,,,,,0.9659,,,,,
7600,,,,,,,,,0.9648,,,,,
7800,,,,,,,,,0.9637,,,,,
8000,,,,,,,,,0.9624,,,,,
8100,,,,,,,,,0.9617,,,,,
8200,,,,,,,,,0.961,,,,,
8300,,,,,,,,,0.9604,,,,,
8400,,,,,,,,,0.9597,,,,,
8500,,,,,,,,,0.9589,,,,,
8600,,,,,,,,,0.9577,,,,,
8700,,,,,,,,,0.9575,,,,,
8800,,,,,,,,,0.9568,,,,,
8900,,,,,,,,,0.9557,,,,,
9000,,,,,,,,,0.955,,,,,
9100,,,,,,,,,0.9543,,,,,
9200,,,,,,,,,0.9535,,,,,
9300,,,,,,,,,0.9526,,,,,
9400,,,,,,,,,0.9519,,,,,
9500,,,,,,,,,0.9509,,,,,
9600,,,,,,,,,0.9501,,,,,
9700,,,,,,,,,0.949,,,,,
9800,,,,,,,,,0.9481,,,,,
9900,,,,,,,,,0.9471,,,,,
10000,,,0.9844,,,,0.9557,,0.9462,,,,,
10100,,,,,,,,,0.9452,,,,,
10200,,,0.9835,,,,,,0.9436,,,,,
10300,,,,,,,,,0.9425,,,,,
10400,,,0.9824,,,,,,0.9419,,,,,
10500,,,,,,,0.9507,,0.9407,,,,,
10600,,,0.9816,,,,,,0.9396,,,,,
10700,,,,,,,,,0.9383,,,,,
10800,,,0.9805,,,,,,0.9371,,,,,
10900,,,,,,,,,0.9359,,,,,
11000,,,0.9785,,,,0.9455,,0.9346,,,,,
11100,,,,,,,,,0.9331,,,,,
11200,,,0.9778,,,,,,0.9317,,,,,
11300,,,,,,,,,0.9303,,,,,
11400,,,0.9762,,,,,,0.9288,,,,,
11500,,,,,,,0.9391,,0.9273,,,,,
11600,,,0.9743,,,,,,0.9252,,,,,
11700,,,,,,,,,0.924,,,,,
11800,,,0.9727,,,,,,0.9221,,,,,
11900,,,,,,,,,0.9205,,,,,
12000,,,0.9709,0.9577,,0.94,0.9313,,0.9189,,,,0.8742,0.8472
12100,,,,,,,,,0.9168,,,,0.872,
12200,,,0.9699,,,,,,0.9149,,,,0.8699,0.8429
12300,,,,,,,,,0.913,,,,0.8677,
12400,,,0.9678,,,,,,0.9112,,,0.8955,0.8653,0.8385
12500,0.9974,0.983,,0.9515,,0.9316,0.9227,,0.909,,,,0.8631,
12600,0.9978,0.9832,0.9654,,,,,,0.907,,,0.8911,0.8607,0.8339
12700,0.9992,0.9812,,,,,,,0.9051,,,,0.8584,
12800,0.9971,0.9808,0.9632,,,,,,0.903,,,0.8865,0.856,0.8293
12900,0.9983,0.9812,,,,,,,0.9007,,,,0.8533,
13000,0.9991,0.9789,0.9598,0.9437,,0.9218,0.9125,,0.8983,,,0.8816,0.8507,0.8244
13100,0.9961,0.9791,,,,,,,0.8959,,,,0.8482,
13200,0.9967,0.9773,0.9576,,,,,,0.8931,,,0.8765,0.8454,0.8195
13300,0.9966,0.9767,,,,,,,0.8906,,,,0.8428,
13400,0.9963,0.976,0.9545,,,,,,0.8882,,,0.8711,0.8399,0.8144
13500,0.9991,0.9743,,0.9333,,0.9102,0.9005,,0.8851,,,,0.8371,
13600,0.999,0.9733,0.951,,,,,,0.8826,,,0.8655,0.8342,0.8091
13700,0.9959,0.9736,,,,,,,0.8797,,,,0.8311,
13800,0.9989,0.9722,0.9471,,,,,,0.8764,,,0.8596,0.8282,0.8038
13900,0.9947,0.9693,,,,,,,0.8729,,,,0.8251,
14000,0.9959,0.9686,0.9427,0.922,0.9084,0.8964,0.8864,0.8766,0.87,0.863,0.8571,0.8533,0.8221,0.7985
14100,0.9987,0.9674,0.9404,,,,,,0.8668,,,,0.8189,
14200,0.9986,0.9666,0.9375,,0.9025,,,0.8697,0.8634,0.8564,0.8505,0.8468,0.8156,0.7927
14300,0.9986,0.9649,0.9357,,,,,,0.8601,,,,0.8123,
14400,0.9984,0.9632,0.9331,,0.8962,,,0.8629,0.8568,0.8496,0.8436,0.8397,0.809,0.787
14500,0.9984,0.961,0.9304,0.9072,,0.8798,0.8692,,0.8527,,,,0.8056,
14600,0.9949,0.9573,0.9275,,0.8895,,,0.8555,0.8489,0.8422,0.8362,0.8325,0.8021,0.781
14700,0.9982,0.9569,0.9243,,,,,,0.8454,,,,0.7987,
14800,0.9981,0.9536,0.9201,,0.8818,,,0.8476,0.8411,0.8345,0.8285,0.8247,0.7952,0.7749
14900,0.998,0.9514,0.9176,,,,,,0.837,,,,0.7917,
15000,0.9979,0.9495,0.9141,0.8898,0.8738,0.8601,0.8495,0.8393,0.8333,0.8262,0.8203,0.8166,0.7879,0.7687
15025,0.9985,,,,,,,,,,,,,
15050,0.9978,,,,,,,,,,,,,
15075,0.9945,,,,,,,,,,,,,
15100,0.9912,0.9467,0.9102,0.8856,,0.8557,,,,,,0.8124,0.7843,
15125,0.9942,,,,,,,,,,,,,
15150,0.9943,,,,,,,,,,,,,
15175,0.9977,,,,,,,,,,,,,
15200,0.9942,0.944,0.9063,0.8807,0.865,0.8512,,0.8304,0.8243,0.8176,0.8118,0.8081,0.7805,0.7622
15225,0.9941,,,,,,,,,,,,,
15250,0.9976,,,,,,,,,,,,,
15275,0.9976,,,,,,,,,,,,,
15300,0.9975,0.9409,0.9021,0.8768,,0.8466,,,,,,0.8037,0.7767,
15325,0.9975,,,,,,,,,,,,,
15350,0.9975,,,,,,,,,,,,,
15375,0.9974,,,,,,,,,,,,,
15400,0.997,0.9377,0.8977,0.8721,0.8555,0.8419,,0.8214,0.815,0.8084,0.8028,0.7993,0.7728,0.7556
15425,0.9992,,,,,,,,,,,,,
15450,0.9974,,,,,,,,,,,,,
15475,0.9992,,,,,,,,,,,,,
15500,0.9935,0.9343,0.8933,0.8672,0.8506,0.8368,0.8266,,0.8099,,,0.7947,0.7688,
15525,0.9944,,,,,,,,,,,,,
15550,0.9972,,,,,,,,,,,,,
15575,0.9928,,,,,,,,,,,,,
15600,0.9996,0.9302,0.8885,0.8621,0.8455,0.8317,,0.8111,0.8049,0.7989,0.7935,0.79,0.7647,0.7489
15625,0.9942,,,,,,,,,,,,,
15650,0.9926,,,,,,,,,,,,,
15675,0.9925,,,,,,,,,,,,,
15700,0.9922,0.9262,0.8835,0.8569,,0.8263,,,0.8002,,,0.7853,0.7607,
15725,0.9991,,,,,,,,,,,,,
15750,0.991,,,,,,,,,,,,,
15775,0.999,,,,,,,,,,,,,
15800,0.9847,0.9216,0.8781,0.8513,0.8346,0.8208,,0.8006,0.795,0.7888,0.7837,0.7805,0.7564,0.7421
15825,0.999,,,,,,,,,,,,,
15850,0.983,,,,,,,,,,,,,
15875,0.999,,,,,,,,,,,,,
15900,0.9913,0.9174,0.8724,0.8454,,0.8151,,,0.7897,,,0.7755,0.7522,
15925,0.9989,,,,,,,,,,,,,
15950,0.9967,,,,,,,,,,,,,
15975,0.9989,,,,,,,,,,,,,
16000,0.9936,0.9124,0.8665,0.8395,0.8229,0.8091,0.7994,0.7896,0.7842,0.7785,0.7736,0.7705,0.7479,0.7351
16025,0.9988,,0.8651,,,,,,,,,,,
16050,0.9964,,0.8635,,,,,,,,,,,
16075,0.9963,,0.862,,,,,,,,,,,
16100,0.989,0.9068,0.8603,0.8336,0.8168,0.803,,,0.7784,0.7731,,0.7653,0.7435,
16125,0.9987,,0.8588,,,,,,,,,,,
16150,0.9883,,0.8571,,,,,,,,,,,
16175,0.9988,,0.8555,,,,,,,,,,,
16200,0.99,0.9012,0.8538,0.8271,0.8103,0.7968,,0.7783,0.7729,0.7676,0.7629,0.76,0.7391,0.728
16225,0.9986,,0.8521,,,,,,,,,,,
16250,0.9898,,0.8505,,,,,,,,,,,
16275,0.9987,,0.8488,,,,,,,,,,,
16300,0.9819,0.895,0.8471,0.8196,0.8038,0.7904,,,0.767,0.762,,0.7546,0.7347,
16325,0.992,0.8937,0.8451,,,,,,,,,,,
16350,0.979,0.8923,0.8434,,,,,,,,,,,
16375,0.987,0.8904,0.8416,,,,,,,,,,,
16400,0.9863,0.8893,0.84,0.8126,0.7969,0.7839,,0.766,0.7612,0.7562,0.7517,0.749,0.7301,0.7209
16410,0.9949,,,,,,,,,,,,,
16420,0.9981,,,,,,,,,,,,,
16425,0.9984,0.8871,0.8382,,,,,,,,,,,
16430,0.9984,,,,,,,,,,,,,
16440,0.9989,,,,,,,,,,,,,
16450,0.9937,0.8852,0.8363,,,,,,,,,,,
16460,0.9991,,,,,,,,,,,,,
16470,0.9984,,,,,,,,,,,,,
16475,0.9984,0.8828,0.8344,,,,,,,,,,,
16480,0.998,,,,,,,,,,,,,
16490,0.9978,,,,,,,,,,,,,
16500,0.9977,0.8818,0.8325,0.805,0.7898,0.7771,0.7684,,0.7551,0.7502,,0.7433,0.7255,
16510,0.9977,,,,,,,,,,,,,
16520,0.9945,,,,,,,,,,,,,
16525,0.9983,0.8802,0.8307,,,,,,,,,,,
16530,0.9913,,,,,,,,,,,,,
16540,0.9963,,,,,,,,,,,,,
16550,0.9977,0.8782,0.8287,,,,,,,,,,,
