STRIKE_PRC,1,30,65,93,121,156,184,219,247,275,310,338
4000,,,,,,,,,105.1387,,,
4200,,,,,,,,,102.1825,,,
4400,,,,,,,,,99.4657,,,
4600,,,,,,,,,97.0394,,,
4800,,,,,,,,,94.4261,,,
5000,,,,,,,,,92.3168,,,
5100,,,,,,,,,91.3364,,,
5200,,,,,,,,,90.1942,,,
5300,,,,,,,,,89.1623,,,
5400,,,,,,,,,88.0671,,,
5500,,,,,,,,,87.0879,,,
5600,,,,,,,,,85.9806,,,
5700,,,,,,,,,85.115,,,
5800,,,,,,,,,84.1542,,,
5900,,,,,,,,,83.2601,,,
6000,,,,,,,,,82.153,,,
6100,,,,,,,,,81.1736,,,
6200,,,,,,,,,80.2113,,,
6300,,,,,,,,,79.2815,,,
6400,,,,,,,,,78.4567,,,
6500,,,,,,,,,77.4579,,,
6600,,,,,,,,,76.5427,,,
6700,,,,,,,,,76.13,,,
6800,,,,,,,,,75.2604,,,
6900,,,,,,,,,74.4046,,,
7000,,,,,,,,,73.5671,,,
7200,,,,,,,,,71.9352,,,
7400,,,,,,,,,70.454,,,
7600,,,,,,,,,68.9293,,,
7800,,,,,,,,,67.4526,,,
8000,,,,,,,,,66.1193,,,
8100,,,,,,,,,65.4222,,,
8200,,,,,,,,,64.8267,,,
8300,,,,,,,,,64.1522,,,
8400,,,,,,,,,63.4912,,,
8500,,,,,,,,,62.9291,,,
8600,,,,,,,,,62.6302,,,
8700,,,,,,,,,61.7019,,,
8800,,,,,,,,,61.1177,,,
8900,,,,,,,,,60.7524,,,
9000,,,,,,,,,60.0764,,,
9100,,,,,,,,,59.4827,,,
9200,,,,,,,,,58.944,,,
9300,,,,,,,,,58.4075,,,
9400,,,,,,,,,57.8433,,,
9500,,,,,,,,,57.3794,,,
9600,,,,,,,,,56.8237,,,
9700,,,,,,,,,56.4681,,,
9800,,,,,,,,,55.9202,,,
9900,,,,,,,,,55.3607,,,
10000,,,73.5001,,,,58.4816,,54.7192,,,
10100,,,,,,,,,54.1532,,,
10200,,,72.3456,,,,,,53.7738,,,
10300,,,,,,,,,53.2544,,,
10400,,,70.7876,,,,,,52.5081,,,
10500,,,,,,,55.9738,,51.9767,,,
10600,,,68.9755,,,,,,51.451,,,
10700,,,,,,,,,50.9361,,,
10800,,,67.402,,,,,,50.4266,,,
10900,,,,,,,,,49.925,,,
11000,,,66.4271,,,,53.4337,,49.4338,,,
11100,,,,,,,,,49.0,,,
11200,,,64.5334,,,,,,48.5238,,,
11300,,,,,,,,,48.055,,,
11400,,,63.3144,,,,,,47.6451,,,
11500,,,,,,,50.6055,,47.1907,,,
11600,,,62.2337,,,,,,46.9604,,,
11700,,,,,,,,,46.4097,,,
11800,,,60.9678,,,,,,46.1175,,,
11900,,,,,,,,,45.7023,,,
12000,,,59.7593,55.907,,49.5708,48.2066,,45.2587,,,
12100,,,,,,,,,45.014,,,
12200,,,58.0451,,,,,,44.6651,,,
12300,,,,,,,,,44.322,,,
12400,,,57.0071,,,,,,43.943,,,41.3316
12500,179.4069,69.41,,52.9622,,47.0628,45.9144,,43.7097,,,
12600,172.0583,67.8376,55.8869,,,,,,43.2854,,,40.6199
12700,151.9341,68.1811,,,,,,,42.7813,,,
12800,170.6785,66.9672,54.3784,,,,,,42.3327,,,39.9354
12900,158.4454,65.3895,,,,,,,41.9247,,,
13000,144.3701,65.3431,53.3486,50.5136,,44.8397,43.9909,,41.5257,,,39.3078
13100,167.8856,63.8464,,,,,,,41.1322,,,
13200,159.6122,63.4842,51.8206,,,,,,40.8077,,,38.7085
13300,156.7094,62.4357,,,,,,,40.4279,,,
13400,156.0949,61.4718,50.6199,,,,,,40.0089,,,38.1651
13500,128.6316,61.0327,,48.0254,,42.9948,42.1109,,39.7485,,,
13600,127.131,60.2185,49.5109,,,,,,39.316,,,37.6497
13700,147.6168,58.6406,,,,,,,38.9971,,,
13800,122.4243,57.9775,48.511,,,,,,38.7618,,,37.1906
13900,144.7478,58.204,,,,,,,38.5588,,,
14000,137.5043,57.1451,47.669,45.2419,43.3141,41.0952,40.0011,38.9076,38.2212,37.9532,37.3259,36.6648
14100,116.3528,56.362,47.2534,,,,,,37.9215,,,
14200,114.0724,55.3627,46.9373,,42.6559,,,38.3569,37.6724,37.4918,36.7304,35.9997
14300,111.8084,54.8291,46.1591,,,,,,37.4043,,,
14400,110.4118,54.0755,45.5344,,41.7389,,,37.7798,37.1141,36.8955,36.0596,35.4067
14500,108.1768,53.3614,44.9482,43.1543,,39.0979,38.3488,,37.0188,,,
14600,120.303,53.1187,44.3752,,40.7721,,,37.3025,36.7327,36.2126,35.4409,34.8189
14700,103.4557,51.7711,43.8525,,,,,,36.323,,,
14800,100.9027,51.3854,43.5708,,39.9404,,,36.8267,36.0356,35.5791,34.8743,34.3031
14900,98.7258,50.6038,42.8862,,,,,,35.7118,,,
15000,96.2061,49.7309,42.4089,40.9216,39.1338,37.4887,37.0417,36.1105,35.3005,35.001,34.3597,33.8379
15025,92.3168,,,,,,,,,,,
15050,95.1312,,,,,,,,,,,
15075,106.0254,,,,,,,,,,,
15100,112.4124,49.1199,42.0013,40.461,,37.2494,,,,,,33.6042
15125,105.0337,,,,,,,,,,,
15150,104.1209,,,,,,,,,,,
15175,91.9262,,,,,,,,,,,
15200,102.6338,48.4609,41.6011,40.1142,38.4492,36.9907,,35.4698,34.7487,34.4533,33.8735,33.3985
15225,102.059,,,,,,,,,,,
