Price,Close,High,Low,Open,Volume,LogReturn
Ticker,KO,KO,KO,KO,KO,
Date,,,,,,
2024-05-08,61.02482986450195,61.14134772243725,60.665575728996885,61.02482986450195,10484400,0.0036661437300004283
2024-05-09,61.05396270751953,61.31612233855165,60.927736876892595,60.98599580731693,9113700,0.00047727935306072334
2024-05-10,61.42292404174805,61.52002225788885,60.966575389600045,61.09279751470576,8371700,0.006025013537704418
2024-05-13,61.733638763427734,61.772474348566426,61.345253280693015,61.40351221427876,10137600,0.005045859901468408
2024-05-14,61.26757049560547,61.90840390537163,60.97628325551508,61.733634524451965,10852200,-0.007578307582206506
2024-05-15,61.29669952392578,61.54914746820112,61.17047369982907,61.22873262723942,9838900,0.00047532659989919535
2024-05-16,61.48118591308594,61.879279358515014,61.23844591699702,61.40351104037505,10228000,0.003005207775798793
2024-05-17,61.19960403442383,61.52973056326738,61.11221749137941,61.50060295022532,11539000,-0.004590488425350021
2024-05-20,60.752960205078125,61.18018122456218,60.6461540242276,61.102506359164195,11000900,-0.007324910782484066
2024-05-21,61.083091735839844,61.15105863761698,60.626739363406216,60.995705190138054,9796200,0.005419288190364977
2024-05-22,61.170475006103516,61.18989464898833,60.84034848489797,60.888895740150936,7419400,0.001429541689027641
2024-05-23,60.286903381347656,61.05396262999525,60.248064094447415,60.675288842513545,9834300,-0.014549749447176689
2024-05-24,60.19951629638672,60.607317693416974,60.17038868343262,60.41312866849869,8200700,-0.0014505717825742124
2024-05-28,60.02474594116211,60.3257448697461,59.616944525582255,59.99561832688309,12347000,-0.00290740779079535
2024-05-29,59.90822982788086,60.08300291569638,59.296524020526505,59.68490948320952,11861800,-0.0019430210780871989
2024-05-30,60.170387268066406,60.27719345161003,59.81112943179818,60.05386941115437,9436800,0.0043664369734610145
2024-05-31,61.102508544921875,61.199603056122136,59.89851660488047,60.18980754631761,19816600,0.015372596273128302
2024-06-03,61.102508544921875,61.2578619851932,60.6364482241079,60.88889617557948,9369000,0.0
2024-06-04,62.08317565917969,62.112306975306915,61.11221574374975,61.364667395955685,11895600,0.01592210715396358
2024-06-05,62.06375503540039,62.209400501980014,61.51030818866674,62.1317256360108,9632500,-0.00031286514824095343
2024-06-06,62.28708267211914,62.490983373981805,61.986083752285,62.06375862274389,8658500,0.0035918998367129033
2024-06-07,62.05405044555664,62.35504936438502,61.95695593182789,62.228819829484735,9523100,-0.003748276914536989
2024-06-10,61.743343353271484,62.13172881474201,61.52973097907087,62.0831778541195,15687100,-0.005019616894123745
2024-06-11,61.70450210571289,61.80160031995441,61.23844178910804,61.7433413914095,8396000,-0.0006292738232229669
2024-06-12,61.05396270751953,61.84043789669762,60.86947794646826,61.84043789669762,9569600,-0.010598788262730287
2024-06-13,61.160770416259766,61.20931767419536,60.63645114115125,61.03454458249252,9668900,0.0017478700513785673
2024-06-14,61.204795837402344,61.34178439320262,60.754689516156226,61.0384536575472,8179200,0.0007195720886208654
2024-06-17,61.273292541503906,61.54727339661132,60.84275653013275,61.028669044272,10532700,0.0011185137219134195
2024-06-18,61.283077239990234,61.4689897470559,61.09716100026636,61.18522560522551,10651700,0.00015967670263988332
2024-06-20,60.84275817871094,61.390716171114725,60.617705003078605,61.05802805655858,13306300,-0.0072109389095386025
2024-06-21,61.420066833496094,61.74296790202854,60.84275524293613,60.84275524293613,28282200,0.009443801831768286
2024-06-24,62.594261169433594,62.68232204438626,61.55705620564406,61.63533751581307,13212500,0.01893699614292862
2024-06-25,62.46705627441406,62.69210944348715,62.14415146705376,62.56490418004294,10546800,-0.002034281126844956
2024-06-26,62.67253875732422,62.7312460038059,61.870170306379755,62.036516214280056,9402500,0.0032840551791095043
2024-06-27,62.53554916381836,62.88780385584161,62.251785018085116,62.672541454373146,8494100,-0.002188191680605579
2024-06-28,62.28114318847656,62.68232183746432,62.153937926200996,62.52576668295973,17358800,-0.0040764792408821745
2024-07-01,61.919097900390625,62.9171659412198,61.762539012794704,62.65296838586994,10033400,-0.005830042041563944
2024-07-02,61.791893005371094,62.01694616074318,61.508128870600935,61.89952420194705,8878200,-0.0020564856674208406
2024-07-03,61.96802520751953,62.30070957555534,61.576626124588266,61.83103291563279,9154200,0.002846354839377904
2024-07-05,62.38877487182617,62.418132229598235,61.645121085231146,61.9680258921155,11735500,0.006766839763515413
2024-07-08,61.60597610473633,62.222428317453044,61.48855787986678,62.222428317453044,11235100,-0.012626488797545509
2024-07-09,61.34178161621094,61.87016922122709,61.24393371868559,61.70382704890239,11657500,-0.004297677323484403
2024-07-10,61.47877502441406,61.50812864767766,60.95038740972082,61.3711400955701,11930400,0.002230790492432555
2024-07-11,61.74296569824219,62.09522411145592,61.058022931057856,61.29285938476159,11431600,0.004288059511166944
2024-07-12,62.33006286621094,62.73124522034368,62.026728410097675,62.095222685242916,9201500,0.009463806221778528
2024-07-15,62.046302795410156,62.56490340762564,61.987591813162666,62.41813155099435,8207500,-0.004562933827877962
2024-07-16,62.88780212402344,62.9269427773898,62.02673014591243,62.06587079927879,9025100,0.013471294409094893
2024-07-17,63.807594299316406,63.98372352194577,63.024803560654654,63.083510813092126,12508200,0.014519996167294012
2024-07-18,63.788021087646484,64.39468254075719,63.32812775040697,63.40640905574905,11128200,-0.00030680069631062367
2024-07-19,63.88587188720703,64.22834328198229,63.42597852908748,64.22834328198229,13775700,0.0015328242358615403
2024-07-22,63.37704849243164,63.88586951605534,62.93672921053703,63.84672886305996,11794200,-0.007996454970149416
2024-07-23,63.562965393066406,64.61974063905292,63.45533046253169,64.02285873892997,11810300,0.002929210859190816
2024-07-24,64.39468383789062,64.5512464517285,63.43576395674073,63.69016700625281,13244600,0.013000085001737847
2024-07-25,64.64909362792969,65.45145835156261,64.44361079855841,64.61974000449325,16328600,0.003943004841462272
2024-07-26,65.60801696777344,65.66672421107073,64.59038244716429,64.64908969046158,13530100,0.014723812914291678
2024-07-29,65.39275360107422,65.58844940833201,64.96221386672724,65.4416738202304,12140200,-0.0032864472401904436
2024-07-30,66.22447204589844,66.37124763414633,64.93286030688674,65.05028227054835,13258000,0.012638611882062362
2024-07-31,65.3046875,66.15597996790888,65.17748596745504,66.04834503063361,15576800,-0.013986245219952956
2024-08-01,66.49845123291016,66.64522682572796,65.26554670468411,65.5590978903197,16495900,0.018114839880385064
2024-08-02,67.8389892578125,68.17167362684026,66.23425973179445,67.05619108961592,22514800,0.019958434800771696
2024-08-05,66.63543701171875,68.054257729263,66.27339902525154,67.50629603665578,25484300,-0.017900569159541503
2024-08-06,66.58651733398438,67.35952099719957,66.31253275279668,66.68436523746458,12969100,-0.0007344086817130586
